sample id,source,batch number,batch date,xrf-wafer_formula,xrf-wafer_stdev,xrf-gde_formula,xrf-gde_stdev,libs-wafer_formula,libs-wafer_stdev,xrf-wafter-afteranneal_formula,xrf-wafer_Ag_mean,xrf-wafer_Ag_stdev,xrf-wafer_Au_mean,xrf-wafer_Au_stdev,xrf-gde_Ag_mean,xrf-gde_Ag_stdev,xrf-gde_Au_mean,xrf-gde_Au_stdev,xrf-wafer_Cu_mean,xrf-wafer_Cu_stdev,xrf-wafer_Hg_mean,xrf-wafer_Hg_stdev,xrf-wafer_Ir_mean,xrf-wafer_Ir_stdev,xrf-wafer_Pd_mean,xrf-wafer_Pd_stdev,xrf-wafer_Rh_mean,xrf-wafer_Rh_stdev,xrf-wafer_Ru_mean,xrf-wafer_Ru_stdev,xrf-wafer_Tl_mean,xrf-wafer_Tl_stdev,xrf-wafer_Cd_mean,xrf-wafer_Cd_stdev,xrf-wafer_Sn_mean,xrf-wafer_Sn_stdev,xrf-wafer_Co_mean,xrf-wafer_Co_stdev,xrf-wafer_Cr_mean,xrf-wafer_Cr_stdev,xrf-wafer_Fe_mean,xrf-wafer_Fe_stdev,xrf-wafer_Ga_mean,xrf-wafer_Ga_stdev,xrf-wafer_In_mean,xrf-wafer_In_stdev,xrf-wafer_Mn_mean,xrf-wafer_Mn_stdev,xrf-wafer_Ni_mean,xrf-wafer_Ni_stdev,xrf-wafer_O_mean,xrf-wafer_O_stdev,xrf-wafer_Pb_mean,xrf-wafer_Pb_stdev,xrf-wafer_Si_mean,xrf-wafer_Si_stdev,xrf-wafer_Zn_mean,xrf-wafer_Zn_stdev,xrf-gde_In_mean,xrf-gde_In_stdev,libs-wafer_Au_mean,libs-wafer_Au_stdev,libs-wafer_In_mean,libs-wafer_In_stdev,xrf-gde_Cu_mean,xrf-gde_Cu_stdev,xrf-wafter-afteranneal_Pd_mean,xrf-wafter-afteranneal_Pd_stdev,xrf-wafter-afteranneal_Sn_mean,xrf-wafter-afteranneal_Sn_stdev,xrf-wafter-afteranneal_stdev,xrf-gde_Pd_mean,xrf-gde_Pd_stdev,xrf-gde_Sn_mean,xrf-gde_Sn_stdev,xrf-gde_Zn_mean,xrf-gde_Zn_stdev,xrf-gde_Ga_mean,xrf-gde_Ga_stdev
vsp13_240823_Ag-0.2-Au-0.2-Zn-0.6_pp0_rep1,vsp,13,240823,Ag-0.175-Au-0.254-Zn-0.571,"[0.0024890225658545, 0.0034932267795454, 0.0040578853277702]",Ag-0.21-Au-0.271-Zn-0.519,"[0.0370405183549042, 0.0045825756949558, 0.0390683162336609]",,,,0.1750466666666666,0.0024890225658545,0.2543933333333333,0.0034932267795454,0.21,0.0370405183549042,0.271,0.0045825756949558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5705633333333334,0.0040578853277702,,,,,,,,,,,,,,,,,,0.5186666666666667,0.0390683162336609,,
vsp13_240823_Ag-0.2-Au-0.4-Zn-0.4_pp0_rep1,vsp,13,240823,Ag-0.13-Au-0.351-Zn-0.519,"[0.0144287987487986, 0.0147150342620509, 0.0262520672201892]",Ag-0.382-Au-0.072-Zn-0.546,"[0.0384317577011512, 0.0034990474894367, 0.0372066302335126]",,,,0.1297966666666666,0.0144287987487986,0.3511066666666667,0.0147150342620509,0.3819999999999999,0.0384317577011512,0.0715333333333333,0.0034990474894367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5190966666666667,0.0262520672201892,,,,,,,,,,,,,,,,,,0.5463333333333334,0.0372066302335126,,
vsp13_240823_Ag-0.222-Au-0.333-Zn-0.444_pp0_rep1,vsp,13,240823,Ag-0.155-Au-0.31-Zn-0.535,"[0.0092363647250058, 0.0045560326308459, 0.0112566706149435]",Ag-0.173-Au-0.361-Zn-0.466,"[0.0119303534454488, 0.0090737717258774, 0.0060827625302982]",,,,0.1554433333333333,0.0092363647250058,0.3100533333333333,0.0045560326308459,0.1726666666666666,0.0119303534454488,0.3613333333333333,0.0090737717258774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5345033333333333,0.0112566706149435,,,,,,,,,,,,,,,,,,0.4659999999999999,0.0060827625302982,,
vsp13_240823_Ag-0.25-Au-0.125-Zn-0.625_pp0_rep1,vsp,13,240823,Ag-0.228-Au-0.176-Zn-0.596,"[0.011015000378272, 0.004275632506815, 0.0143221890784893]",Ag-0.22-Au-0.27-Zn-0.51,"[0.0260576284415907, 0.0055075705472861, 0.0205020324195757]",,,,0.2276133333333333,0.011015000378272,0.1755566666666667,0.004275632506815,0.22,0.0260576284415907,0.2696666666666666,0.0055075705472861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5968300000000001,0.0143221890784893,,,,,,,,,,,,,,,,,,0.5103333333333333,0.0205020324195757,,
vsp13_240823_Ag-0.25-Au-0.25-Zn-0.5_pp0_rep1,vsp,13,240823,Ag-0.166-Au-0.284-Zn-0.55,"[0.0046163008278634, 0.0038668505703393, 0.0057598524286651]",Ag-0.248-Au-0.225-Zn-0.527,"[0.0085049005481153, 0.0176729548557487, 0.0125033328890073]",,,,0.1660266666666666,0.0046163008278634,0.2843366666666667,0.0038668505703393,0.2483333333333333,0.0085049005481153,0.2246666666666666,0.0176729548557487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54964,0.0057598524286651,,,,,,,,,,,,,,,,,,0.5273333333333334,0.0125033328890073,,
vsp13_240823_Ag-0.25-Au-0.25-Zn-0.5_pp0_rep2,vsp,13,240823,,,Ag-0.085-Au-0.132-Zn-0.783,"[0.010858330135584, 0.0026457513110645, 0.0115902257671425]",,,,,,,,0.0847333333333333,0.010858330135584,0.132,0.0026457513110645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7833333333333333,0.0115902257671425,,
vsp13_240823_Ag-0.25-Au-0.25-Zn-0.5_pp0_rep3,vsp,13,240823,,,Ag-0.058-Au-0.133-Zn-0.809,"[0.0089494878810652, 0.0089999999999999, 0.0041633319989322]",,,,,,,,0.0580333333333333,0.0089494878810652,0.133,0.0089999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8086666666666668,0.0041633319989322,,
vsp13_240823_Ag-0.25-Au-0.5-Zn-0.25_pp0_rep1,vsp,13,240823,Ag-0.161-Au-0.339-Zn-0.5,"[0.0140364608549781, 0.0142087449598243, 0.0265238842052466]",Ag-0.226-Au-0.348-Zn-0.425,"[0.0286763549520041, 0.0120968315410827, 0.0170098010962307]",,,,0.1605733333333333,0.0140364608549781,0.3390833333333334,0.0142087449598243,0.2263333333333333,0.0286763549520041,0.3483333333333333,0.0120968315410827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5003466666666667,0.0265238842052466,,,,,,,,,,,,,,,,,,0.4253333333333333,0.0170098010962307,,
vsp13_240823_Ag-0.25-Au-0.5-Zn-0.25_pp0_rep2,vsp,13,240823,,,Ag-0.14-Au-0.279-Zn-0.581,"[0.0101159939369956, 0.0280950766742739, 0.0371124417592447]",,,,,,,,0.1403333333333333,0.0101159939369956,0.2793333333333334,0.0280950766742739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5796666666666667,0.0371124417592447,,
vsp13_240823_Ag-0.25-Au-0.5-Zn-0.25_pp0_rep3,vsp,13,240823,,,Ag-0.172-Au-0.21-Zn-0.618,"[0.0132790561913614, 0.0041633319989322, 0.0173493515728974]",,,,,,,,0.1716666666666666,0.0132790561913614,0.2103333333333333,0.0041633319989322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.618,0.0173493515728974,,
vsp13_240823_Ag-0.25-Au-0.625-Zn-0.125_pp0_rep1,vsp,13,240823,Ag-0.221-Au-0.403-Zn-0.376,"[0.0064408410423898, 0.0096203135777028, 0.0153502149822079]",Ag-0.254-Au-0.43-Zn-0.315,"[0.0315330514434193, 0.0285014619508075, 0.0060277137733417]",,,,0.2213166666666667,0.0064408410423898,0.4026533333333333,0.0096203135777028,0.2543333333333333,0.0315330514434193,0.4303333333333333,0.0285014619508075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37603,0.0153502149822079,,,,,,,,,,,,,,,,,,0.3153333333333333,0.0060277137733417,,
vsp13_240823_Ag-0.286-Au-0.429-Zn-0.286_pp0_rep1,vsp,13,240823,Ag-0.187-Au-0.34-Zn-0.473,"[0.0171161590317454, 0.0049471439572073, 0.0143547634370383]",Ag-0.418-Au-0.209-Zn-0.373,"[0.025967928938083, 0.0091651513899116, 0.0183575597506858]",,,,0.18699,0.0171161590317454,0.3401866666666667,0.0049471439572073,0.4176666666666667,0.025967928938083,0.209,0.0091651513899116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4728233333333334,0.0143547634370383,,,,,,,,,,,,,,,,,,0.373,0.0183575597506858,,
vsp13_240823_Ag-0.286-Au-0.571-Zn-0.143_pp0_rep1,vsp,13,240823,Ag-0.241-Au-0.343-Zn-0.416,"[0.0151350333112726, 0.0071916363460156, 0.0195162419538188]",Ag-0.299-Au-0.35-Zn-0.352,"[0.0165630109984064, 0.0250599281722833, 0.0090184995056457]",,,,0.2413833333333333,0.0151350333112726,0.3426033333333333,0.0071916363460156,0.2986666666666667,0.0165630109984064,0.35,0.0250599281722833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41601,0.0195162419538188,,,,,,,,,,,,,,,,,,0.3516666666666666,0.0090184995056457,,
vsp13_240823_Ag-0.333-Au-0.167-Zn-0.5_pp0_rep1,vsp,13,240823,Ag-0.261-Au-0.158-Zn-0.581,"[0.0169744523721188, 0.0110472681389261, 0.0128200325012588]",Ag-0.306-Au-0.133-Zn-0.561,"[0.0115902257671424, 0.0065064070986477, 0.0070237691685685]",,,,0.2609233333333333,0.0169744523721188,0.1581133333333333,0.0110472681389261,0.3063333333333333,0.0115902257671424,0.1333333333333333,0.0065064070986477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5809633333333334,0.0128200325012588,,,,,,,,,,,,,,,,,,0.5603333333333333,0.0070237691685685,,
vsp13_240823_Ag-0.333-Au-0.222-Zn-0.444_pp0_rep1,vsp,13,240823,Ag-0.206-Au-0.218-Zn-0.576,"[0.0062630769860615, 0.0048898500317835, 0.0105894019346389]",Ag-0.261-Au-0.209-Zn-0.53,"[0.0229128784747792, 0.0120554275466834, 0.0160727512683215]",,,,0.2063333333333333,0.0062630769860615,0.2184066666666666,0.0048898500317835,0.261,0.0229128784747792,0.2086666666666666,0.0120554275466834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5752633333333333,0.0105894019346389,,,,,,,,,,,,,,,,,,0.5296666666666666,0.0160727512683215,,
vsp13_240823_Ag-0.333-Au-0.333-Zn-0.333_pp0_rep1,vsp,13,240823,Ag-0.177-Au-0.267-Zn-0.556,"[0.0227512952012261, 0.0194231485604162, 0.0401382041617875]",Ag-0.409-Au-0.22-Zn-0.371,"[0.0276827262626594, 0.0028867513459481, 0.0250599281722833]",,,,0.1774666666666666,0.0227512952012261,0.26729,0.0194231485604162,0.4093333333333333,0.0276827262626594,0.2196666666666666,0.0028867513459481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5552466666666667,0.0401382041617875,,,,,,,,,,,,,,,,,,0.371,0.0250599281722833,,
vsp13_240823_Ag-0.333-Au-0.5-Zn-0.167_pp0_rep1,vsp,13,240823,Ag-0.102-Au-0.164-Zn-0.734,"[0.0060903951431742, 0.0044163672854507, 0.0080816912421431]",Ag-0.106-Au-0.176-Zn-0.718,"[0.0062449979983984, 0.0079372539331937, 0.0092915732431775]",,,,0.1021309999999999,0.0060903951431742,0.1636999999999999,0.0044163672854507,0.106,0.0062449979983984,0.176,0.0079372539331937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7341666666666667,0.0080816912421431,,,,,,,,,,,,,,,,,,0.7173333333333333,0.0092915732431775,,
vsp13_240823_Ag-0.364-Au-0.455-Zn-0.182_pp0_rep1,vsp,13,240823,Ag-0.216-Au-0.326-Zn-0.458,"[0.0115825428986902, 0.010023956304773, 0.0112220497236467]",Ag-0.248-Au-0.367-Zn-0.385,"[0.0123423390543824, 0.0086216781042517, 0.0115325625946708]",,,,0.21612,0.0115825428986902,0.32573,0.010023956304773,0.2483333333333333,0.0123423390543824,0.3666666666666667,0.0086216781042517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45815,0.0112220497236467,,,,,,,,,,,,,,,,,,0.385,0.0115325625946708,,
vsp13_240823_Ag-0.375-Au-0.5-Zn-0.125_pp0_rep1,vsp,13,240823,Ag-0.413-Au-0.461-Zn-0.126,"[0.0021822083615762, 0.0061768708367047, 0.0076657158830731]",Ag-0.454-Au-0.451-Zn-0.095,"[0.0177763888346311, 0.0132035348802255, 0.0048521472909767]",,,,0.4128266666666667,0.0021822083615762,0.4608566666666667,0.0061768708367047,0.4539999999999999,0.0177763888346311,0.4506666666666667,0.0132035348802255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12632,0.0076657158830731,,,,,,,,,,,,,,,,,,0.0954333333333333,0.0048521472909767,,
vsp13_240823_Ag-0.4-Au-0.1-Zn-0.5_pp0_rep1,vsp,13,240823,Ag-0.28-Au-0.094-Zn-0.626,"[0.0245046464981643, 0.01155305138625, 0.0350723285986735]",Ag-0.159-Au-0.383-Zn-0.458,"[0.0491663841799794, 0.0309246395829172, 0.0512152321092075]",,,,0.2798099999999999,0.0245046464981643,0.0937506666666666,0.01155305138625,0.1586666666666666,0.0491663841799794,0.3833333333333333,0.0309246395829172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6264366666666668,0.0350723285986735,,,,,,,,,,,,,,,,,,0.458,0.0512152321092075,,
vsp13_240823_Ag-0.4-Au-0.2-Zn-0.4_pp0_rep1,vsp,13,240823,Ag-0.22-Au-0.193-Zn-0.587,"[0.0135336112450939, 0.003462903406103, 0.0168586189628134]",Ag-0.393-Au-0.059-Zn-0.548,"[0.0300887575903913, 0.0028513154858766, 0.0304357246231025]",,,,0.2199766666666666,0.0135336112450939,0.1926999999999999,0.003462903406103,0.3926666666666666,0.0300887575903913,0.0591,0.0028513154858766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5873233333333333,0.0168586189628134,,,,,,,,,,,,,,,,,,0.5483333333333333,0.0304357246231025,,
vsp13_240823_Ag-0.4-Au-0.5-Zn-0.1_pp0_rep1,vsp,13,240823,Ag-0.502-Au-0.421-Zn-0.077,"[0.0190952777757573, 0.0201792327240986, 0.0041564922711343]",Ag-0.547-Au-0.395-Zn-0.058,"[0.0180092568789867, 0.0123423390543823, 0.0071895757872074]",,,,0.5019366666666666,0.0190952777757573,0.4211633333333333,0.0201792327240986,0.5466666666666666,0.0180092568789867,0.3953333333333333,0.0123423390543823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0769019999999999,0.0041564922711343,,,,,,,,,,,,,,,,,,0.0578,0.0071895757872074,,
vsp13_240823_Ag-0.417-Au-0.083-Zn-0.5_pp0_rep1,vsp,13,240823,Ag-0.303-Au-0.046-Zn-0.651,"[0.0358098622356095, 0.0060307035521018, 0.0377260082701576]",Ag-0.125-Au-0.359-Zn-0.516,"[0.0180092568789868, 0.0158850034099251, 0.009]",,,,0.3031166666666667,0.0358098622356095,0.0460036666666666,0.0060307035521018,0.1246666666666666,0.0180092568789868,0.3593333333333333,0.0158850034099251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65088,0.0377260082701576,,,,,,,,,,,,,,,,,,0.516,0.009,,
vsp13_240823_Ag-0.417-Au-0.167-Zn-0.417_pp0_rep1,vsp,13,240823,Ag-0.205-Au-0.174-Zn-0.621,"[0.0148000078828807, 0.00117547153659, 0.0141637577405621]",Ag-0.085-Au-0.431-Zn-0.485,"[0.0023713568549109, 0.0130511813003012, 0.0112398102000582]",,,,0.2048866666666666,0.0148000078828807,0.1741166666666667,0.00117547153659,0.0846666666666666,0.0023713568549109,0.4306666666666667,0.0130511813003012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6209933333333334,0.0141637577405621,,,,,,,,,,,,,,,,,,0.4846666666666667,0.0112398102000582,,
vsp13_240823_Ag-0.429-Au-0.286-Zn-0.286_pp0_rep1,vsp,13,240823,Ag-0.254-Au-0.265-Zn-0.481,"[0.0057518721589873, 0.0136136659280298, 0.0162988465849581]",Ag-0.387-Au-0.231-Zn-0.383,"[0.0295014123955673, 0.0115036226178249, 0.0193993127026019]",,,,0.2540666666666666,0.0057518721589873,0.26451,0.0136136659280298,0.3866666666666666,0.0295014123955673,0.2306666666666666,0.0115036226178249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4814199999999999,0.0162988465849581,,,,,,,,,,,,,,,,,,0.3826666666666667,0.0193993127026019,,
vsp13_240823_Ag-0.444-Au-0.111-Zn-0.444_pp0_rep1,vsp,13,240823,Ag-0.284-Au-0.107-Zn-0.609,"[0.0062406837232256, 0.0031681382545589, 0.0093178985470616]",Ag-0.254-Au-0.201-Zn-0.545,"[0.0081853527718724, 0.0078102496759066, 0.0155670592384475]",,,,0.2835933333333333,0.0062406837232256,0.10714,0.0031681382545589,0.254,0.0081853527718724,0.2009999999999999,0.0078102496759066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6092666666666666,0.0093178985470616,,,,,,,,,,,,,,,,,,0.5446666666666667,0.0155670592384475,,
vsp13_240823_Ag-0.444-Au-0.444-Zn-0.111_pp0_rep1,vsp,13,240823,Ag-0.479-Au-0.428-Zn-0.093,"[0.0073658287607935, 0.0108697071411024, 0.0057687077409069]",Ag-0.471-Au-0.439-Zn-0.089,"[0.0241936630821653, 0.0155670592384474, 0.0115105748480835]",,,,0.4789133333333333,0.0073658287607935,0.4281333333333333,0.0108697071411024,0.4713333333333333,0.0241936630821653,0.4393333333333333,0.0155670592384474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092956,0.0057687077409069,,,,,,,,,,,,,,,,,,0.0892666666666666,0.0115105748480835,,
vsp13_240823_Ag-0.5-Au-0.083-Zn-0.417_pp0_rep1,vsp,13,240823,Ag-0.281-Au-0.041-Zn-0.678,"[0.0072736671173028, 0.0015947765778733, 0.0056846313278288]",Ag-0.122-Au-0.42-Zn-0.459,"[0.0116761865920913, 0.0102632028788937, 0.0219999999999999]",,,,0.2811766666666667,0.0072736671173028,0.0407236666666666,0.0015947765778733,0.1216666666666666,0.0116761865920913,0.4196666666666667,0.0102632028788937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6781033333333332,0.0056846313278288,,,,,,,,,,,,,,,,,,0.459,0.0219999999999999,,
vsp13_240823_Ag-0.5-Au-0.125-Zn-0.375_pp0_rep1,vsp,13,240823,Ag-0.318-Au-0.037-Zn-0.645,"[0.0044990332294838, 0.00255954820232, 0.0064970839612859]",Ag-0.246-Au-0.329-Zn-0.425,"[0.064049460054971, 0.0260576284415907, 0.0382796725865482]",,,,0.31787,0.0044990332294838,0.036773,0.00255954820232,0.2463333333333333,0.064049460054971,0.3289999999999999,0.0260576284415907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6453599999999998,0.0064970839612859,,,,,,,,,,,,,,,,,,0.4246666666666667,0.0382796725865482,,
vsp13_240823_Ag-0.5-Au-0.25-Zn-0.25_pp0_rep1,vsp,13,240823,Ag-0.334-Au-0.198-Zn-0.468,"[0.0203555406052832, 0.0048758212983387, 0.0199506115194497]",Ag-0.237-Au-0.335-Zn-0.427,"[0.0098488578017961, 0.011060440015358, 0.0095043849529222]",,,,0.3339733333333333,0.0203555406052832,0.1975366666666667,0.0048758212983387,0.237,0.0098488578017961,0.3353333333333333,0.011060440015358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46849,0.0199506115194497,,,,,,,,,,,,,,,,,,0.4273333333333333,0.0095043849529222,,
vsp13_240823_Ag-0.5-Au-0.25-Zn-0.25_pp0_rep2,vsp,13,240823,,,Ag-0.132-Au-0.146-Zn-0.722,"[0.0030550504633038, 0.007767453465154, 0.0102143689640297]",,,,,,,,0.1323333333333333,0.0030550504633038,0.1456666666666666,0.007767453465154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7223333333333333,0.0102143689640297,,
vsp13_240823_Ag-0.5-Au-0.25-Zn-0.25_pp0_rep3,vsp,13,240823,,,Ag-0.108-Au-0.148-Zn-0.744,"[0.0209841209807161, 0.006557438524302, 0.0273191019862171]",,,,,,,,0.1076666666666666,0.0209841209807161,0.148,0.006557438524302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7446666666666667,0.0273191019862171,,
vsp13_240823_Ag-0.5-Au-0.333-Zn-0.167_pp0_rep1,vsp,13,240823,Ag-0.433-Au-0.367-Zn-0.2,"[0.0202013275141346, 0.0031368827414063, 0.0233231644508201]",Ag-0.454-Au-0.383-Zn-0.162,"[0.0060277137733417, 0.0330807093837682, 0.0296872587709497]",,,,0.4327266666666667,0.0202013275141346,0.3672833333333333,0.0031368827414063,0.4543333333333333,0.0060277137733417,0.3826666666666667,0.0330807093837682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1999899999999999,0.0233231644508201,,,,,,,,,,,,,,,,,,0.1623333333333333,0.0296872587709497,,
vsp13_240823_Ag-0.5-Au-0.375-Zn-0.125_pp0_rep1,vsp,13,240823,Ag-0.49-Au-0.346-Zn-0.164,"[0.0253974985644912, 0.0168761340359692, 0.0085582552739056]",Ag-0.497-Au-0.366-Zn-0.137,"[0.0245831920899897, 0.0226789182575653, 0.002]",,,,0.4900733333333333,0.0253974985644912,0.34579,0.0168761340359692,0.4973333333333333,0.0245831920899897,0.3656666666666666,0.0226789182575653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1641366666666666,0.0085582552739056,,,,,,,,,,,,,,,,,,0.137,0.002,,
vsp13_240823_Ag-0.538-Au-0.077-Zn-0.385_pp0_rep1,vsp,13,240823,Ag-0.325-Au-0.029-Zn-0.646,"[0.0021536093734317, 0.0026856604401897, 0.0035305145989407]",Ag-0.319-Au-0.292-Zn-0.389,"[0.0225905584998098, 0.0089628864398324, 0.0240208242989286]",,,,0.3245166666666667,0.0021536093734317,0.028616,0.0026856604401897,0.3193333333333333,0.0225905584998098,0.2916666666666667,0.0089628864398324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6468633333333332,0.0035305145989407,,,,,,,,,,,,,,,,,,0.389,0.0240208242989286,,
vsp13_240823_Ag-0.571-Au-0.286-Zn-0.143_pp0_rep1,vsp,13,240823,Ag-0.516-Au-0.292-Zn-0.192,"[0.0042520622447623, 0.0024708365654841, 0.0027733072915444]",Ag-0.547-Au-0.3-Zn-0.153,"[0.0199248588451712, 0.0113724814061546, 0.009609023536933]",,,,0.5163466666666666,0.0042520622447623,0.2917866666666666,0.0024708365654841,0.547,0.0199248588451712,0.2996666666666667,0.0113724814061546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1918633333333333,0.0027733072915444,,,,,,,,,,,,,,,,,,0.1533333333333333,0.009609023536933,,
vsp13_240823_Ag-0.6-Au-0.35-Zn-0.05_pp0_rep1,vsp,13,240823,Ag-0.707-Au-0.269-Zn-0.024,"[0.0133497228435648, 0.0096353221707078, 0.0038519607128491]",Ag-0.652-Au-0.318-Zn-0.03,"[0.0100166528008778, 0.0055075705472861, 0.0045236416008933]",,,,0.70723,0.0133497228435648,0.2689466666666667,0.0096353221707078,0.6516666666666667,0.0100166528008778,0.3183333333333333,0.0055075705472861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0238286666666666,0.0038519607128491,,,,,,,,,,,,,,,,,,0.0299666666666666,0.0045236416008933,,
vsp13_240823_Ag-0.625-Au-0.125-Zn-0.25_pp0_rep1,vsp,13,240823,Ag-0.448-Au-0.048-Zn-0.504,"[0.0049962519285293, 0.0026454195004447, 0.0071608263024132]",Ag-0.225-Au-0.343-Zn-0.432,"[0.0143643076176101, 0.0141891977691951, 0.0159478316185409]",,,,0.4476566666666666,0.0049962519285293,0.0477373333333333,0.0026454195004447,0.2246666666666666,0.0143643076176101,0.3426666666666667,0.0141891977691951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5046033333333333,0.0071608263024132,,,,,,,,,,,,,,,,,,0.4323333333333333,0.0159478316185409,,
vsp13_240823_Ag-0.636-Au-0.182-Zn-0.182_pp0_rep1,vsp,13,240823,Ag-0.511-Au-0.249-Zn-0.24,"[0.0092307222541539, 0.0059806270574246, 0.0090743980516616]",Ag-0.552-Au-0.237-Zn-0.211,"[0.0390512483795332, 0.0108166538263919, 0.0285832118559128]",,,,0.5105033333333333,0.0092307222541539,0.24913,0.0059806270574246,0.552,0.0390512483795332,0.237,0.0108166538263919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2403699999999999,0.0090743980516616,,,,,,,,,,,,,,,,,,0.211,0.0285832118559128,,
vsp13_240823_Ag-0.667-Au-0.167-Zn-0.167_pp0_rep1,vsp,13,240823,Ag-0.545-Au-0.191-Zn-0.264,"[0.0120922054784614, 0.0046626637594119, 0.0109752646133627]",Ag-0.513-Au-0.231-Zn-0.256,"[0.0575702469452175, 0.02151743479135, 0.036226141573915]",,,,0.5453766666666667,0.0120922054784614,0.1910166666666667,0.0046626637594119,0.5126666666666667,0.0575702469452175,0.2309999999999999,0.02151743479135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2636066666666666,0.0109752646133627,,,,,,,,,,,,,,,,,,0.2563333333333333,0.036226141573915,,
vsp13_240823_Ag-0.667-Au-0.222-Zn-0.111_pp0_rep1,vsp,13,240823,Ag-0.671-Au-0.234-Zn-0.095,"[0.0058178375134867, 0.0064593833555017, 0.00141181455345]",Ag-0.635-Au-0.251-Zn-0.114,"[0.005507570547286, 0.0056862407030773, 0.002]",,,,0.6710366666666667,0.0058178375134867,0.2337866666666666,0.0064593833555017,0.6346666666666666,0.005507570547286,0.2513333333333333,0.0056862407030773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0951726666666666,0.00141181455345,,,,,,,,,,,,,,,,,,0.1139999999999999,0.002,,
vsp14_240906_Au-0.111-Cu-0.444-Zn-0.444_pp0_rep1,vsp,14,240906,Au-0.062-Cu-0.143-Zn-0.795,"[0.0031828710310032, 0.0077092866077218, 0.0102550036567521]",Au-0.281-Cu-0.125-Zn-0.594,"[0.0085440037453175, 0.0105356537528527, 0.0164620776331543]",,,,,,0.061526,0.0031828710310032,,,0.2809999999999999,0.0085440037453175,0.14286,0.0077092866077218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7956099999999999,0.0102550036567521,,,,,,,0.125,0.0105356537528527,,,,,,,,,,0.594,0.0164620776331543,,
